瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 泅瘤扁拘(hPa),乞闭 傈款樊(1/10)
143,措备,2001-04-16,18.3,,1.5,1009.5,.4
143,措备,2001-04-17,18.8,,1.3,1008,0
143,措备,2001-04-18,19.4,,1,1004.2,0
143,措备,2001-04-19,20.2,,1.8,1002.2,2.9
143,措备,2001-04-20,11.9,,5.2,1009.4,7.5
143,措备,2001-04-21,14,,1.1,1006.9,5.4
143,措备,2001-04-22,14.4,,2.3,1010.7,1.9
143,措备,2001-04-23,17,,2.2,1008.9,3.1
143,措备,2001-04-24,16.6,,1.9,1007.3,5.9
143,措备,2001-04-25,14.4,,1.7,1009.2,3.5
143,措备,2001-04-26,16.2,,1.3,1011.4,2.4
143,措备,2001-04-27,18,,1.4,1010.8,2.3
143,措备,2001-04-28,17.8,1.9,.9,1010.1,8.4
143,措备,2001-04-29,16.5,2.2,2.8,1007.2,10
143,措备,2001-04-30,16.6,8.4,2.8,1006.6,6.4
143,措备,2001-05-01,14.1,0,2.8,1007.4,8
143,措备,2001-05-02,14.6,2.2,1.9,1005.6,6.1
143,措备,2001-05-03,14,,2.7,1011.4,2.8
143,措备,2001-05-04,16.2,,1.5,1012.3,4.4
143,措备,2001-05-05,16.6,,1.3,1010.9,4.9
143,措备,2001-05-06,19.9,0,1.1,1008.1,5.4
143,措备,2001-05-07,18.4,36.9,.6,1001.8,10
143,措备,2001-05-08,19.1,5.7,2.4,997.7,7.4
143,措备,2001-05-09,19.6,,2.6,999,5.8
143,措备,2001-05-10,19.4,,2.6,1004.8,1.8
143,措备,2001-05-11,18.5,,1.9,1007.8,1.5
143,措备,2001-05-12,20.4,,1.8,1008.7,0
143,措备,2001-05-13,22.6,,2,1008.6,.8
143,措备,2001-05-14,22.8,,1.6,1007.6,5.1
143,措备,2001-05-15,22.8,,2.1,1004.1,5.1
143,措备,2001-05-16,22.1,,2.9,1004.2,3.5
143,措备,2001-05-17,23.9,,2,1003,1
143,措备,2001-05-18,22.9,,2,1000.8,3.3
143,措备,2001-05-19,24.9,,1.6,1001.6,.9
143,措备,2001-05-20,25,,1.8,1002,5
143,措备,2001-05-21,21.5,6.6,2.4,1000.5,9.1
143,措备,2001-05-22,17.7,7,2.9,997.7,10
143,措备,2001-05-23,18,2,2.2,997.5,9.4
143,措备,2001-05-24,21.1,,2,998.6,2.4
143,措备,2001-05-25,22.2,,1.9,1002.2,4
143,措备,2001-05-26,23.2,,1,1002.8,7.3
143,措备,2001-05-27,23.2,,2.2,1000.7,3.6
143,措备,2001-05-28,23.1,,1.5,1001.4,.9
143,措备,2001-05-29,24.9,,1.5,1002.6,2.8
143,措备,2001-05-30,21.1,.7,1.2,1001.7,9
143,措备,2001-05-31,22.1,,2.3,1000.2,2.6
143,措备,2001-06-01,23.2,,2.5,1003.5,1.1
143,措备,2001-06-02,24.3,,1.6,1006.1,0
143,措备,2001-06-03,25.9,,1.9,1004.4,3.5
143,措备,2001-06-04,26.2,,2.2,1000.9,6.8
143,措备,2001-06-05,23.4,.2,1.2,997.7,9.6
143,措备,2001-06-06,26.1,0,1.4,997.1,5.8
143,措备,2001-06-07,24.1,,2.6,1001.3,3.4
143,措备,2001-06-08,24.2,,2.8,1004.2,3
143,措备,2001-06-09,25,,2.7,1004.3,2.5
143,措备,2001-06-10,24.8,,2.7,1002,4.4
143,措备,2001-06-11,23.3,,3.3,1003,4.6
143,措备,2001-06-12,23.5,,2.1,1000.3,5.8
143,措备,2001-06-13,20,8.5,1.9,998.5,9.8
143,措备,2001-06-14,20.2,1.3,1.6,999.6,9.6
143,措备,2001-06-15,22,,1.9,1002.4,2.4
143,措备,2001-06-16,23.8,,1.3,1004.3,5.5
143,措备,2001-06-17,25.3,,1.5,1003.1,6.5
143,措备,2001-06-18,21.5,94.9,1.4,997,10
143,措备,2001-06-19,22.6,16.8,.9,992.6,9.6
143,措备,2001-06-20,22.5,,3.3,1000.6,7.3
143,措备,2001-06-21,21,,2.7,1002.9,9.4
143,措备,2001-06-22,23.1,,1.4,1003.3,9.8
143,措备,2001-06-23,23.2,1.1,1,1005.7,10
143,措备,2001-06-24,21.3,89.6,1.1,1003.7,10
143,措备,2001-06-25,25.4,59.2,1.7,999.4,7.9
143,措备,2001-06-26,25,1.1,2.2,998.8,9.8
143,措备,2001-06-27,26.1,0,1.9,998.8,5.9
143,措备,2001-06-28,27.3,,1.6,998.3,5.6
143,措备,2001-06-29,26.3,5,.9,997.1,9.5
143,措备,2001-06-30,27.8,5.2,2.5,994.2,7.6
143,措备,2001-07-01,24.8,5.1,1.4,1002.1,7.1
143,措备,2001-07-02,29.3,,1.4,1003.4,4
143,措备,2001-07-03,30.4,,1.9,1002.2,2.8
143,措备,2001-07-04,30.2,,1.8,1000.2,1.4
143,措备,2001-07-05,26.9,11.3,1.9,998.9,7.4
143,措备,2001-07-06,25.3,.2,2.6,1002.8,7.5
143,措备,2001-07-07,24.8,,1.7,1004.2,2.8
143,措备,2001-07-08,27.1,,1.6,1001.6,.5
143,措备,2001-07-09,28,,1.3,1000.7,2.1
143,措备,2001-07-10,27.6,,1.9,998.1,5.1
143,措备,2001-07-11,27,4.6,1.5,994.5,10
143,措备,2001-07-12,23.2,35.1,1,995.3,9.9
143,措备,2001-07-13,25.6,,1.1,999.8,9.1
143,措备,2001-07-14,26.8,5.6,1.1,1002.5,8.4
143,措备,2001-07-15,29,1.5,2.2,998.1,7.6
143,措备,2001-07-16,24.4,0,3.8,998.4,9.5
143,措备,2001-07-17,24.9,,2.6,1001.1,4.9
143,措备,2001-07-18,25.1,,1.9,1002.3,1.3
143,措备,2001-07-19,25.4,0,1.8,1002.2,5.4
143,措备,2001-07-20,27.7,0,1.3,1001.1,6.5
143,措备,2001-07-21,28.6,,1.4,1002.9,6.5
143,措备,2001-07-22,30.4,,2.4,1003.1,4.1
143,措备,2001-07-23,31,,2.5,1003.1,2.3
143,措备,2001-07-24,30.5,0,1.5,1003.2,4.1
143,措备,2001-07-25,28.9,23.8,1.3,1004.4,5.6
143,措备,2001-07-26,29,,1.6,1003.3,4.8
143,措备,2001-07-27,28.3,25.6,1.5,1002.2,8.5
143,措备,2001-07-28,29.6,,1.6,1001.1,6.4
143,措备,2001-07-29,31,,2.3,1000.9,5.5
143,措备,2001-07-30,29.4,2.6,1.9,1001.9,7.1
143,措备,2001-07-31,29,5.5,1.6,1001.5,6.8
143,措备,2001-08-01,30,0,1.3,1002.9,6.3
143,措备,2001-08-02,30.6,0,2,1007.3,4.5
143,措备,2001-08-03,30.9,,1.5,1010.9,3.5
143,措备,2001-08-04,30.3,6.4,1.5,1009.1,6.1
143,措备,2001-08-05,28.6,.6,1.2,1004.7,6.4
143,措备,2001-08-06,29.5,.1,1.1,999.4,6
143,措备,2001-08-07,28.6,23.6,1.8,997.1,7.9
143,措备,2001-08-08,29.2,8.4,1.5,998.4,6.9
143,措备,2001-08-09,29.2,0,1.9,1001.8,5.8
143,措备,2001-08-10,27,,3.1,1006,7.1
143,措备,2001-08-11,25.7,.1,2.3,1007.6,9.9
143,措备,2001-08-12,25.2,.9,2.2,1006.6,8.8
143,措备,2001-08-13,26.7,0,3.7,1005.7,8.3
143,措备,2001-08-14,26.7,0,2,1006.3,8.4
143,措备,2001-08-15,27,19.6,1.4,1007.3,7.9
143,措备,2001-08-16,28.8,,1.6,1005.8,3.8
143,措备,2001-08-17,28.5,,2.4,1005.2,5.1
143,措备,2001-08-18,27.9,,2.2,1005.6,6.4
143,措备,2001-08-19,26.3,.4,1.9,1005.4,7.1
143,措备,2001-08-20,27.3,,1.6,1001,5.4
143,措备,2001-08-21,27.7,0,1.2,992.4,4.9
143,措备,2001-08-22,28.3,,1.7,990.7,2.8
143,措备,2001-08-23,27.6,,1.8,993.8,2.8
143,措备,2001-08-24,27.4,,1.4,998.1,2.3
143,措备,2001-08-25,26.1,,1,1001.7,6.5
143,措备,2001-08-26,25.3,12.4,1.6,1003.1,5.4
143,措备,2001-08-27,24.4,,2.3,1004.7,4.8
143,措备,2001-08-28,24.4,,2.3,1006.1,3.3
143,措备,2001-08-29,23.8,,2,1005.7,6.3
143,措备,2001-08-30,22.5,1.1,1.2,1004,6.3
143,措备,2001-08-31,22.7,,1.7,1003.7,4.6
143,措备,2001-09-01,23.5,,1.9,1004.5,3.4
143,措备,2001-09-02,24.7,,2.2,1007.1,2.8
143,措备,2001-09-03,25.1,0,2.2,1008.4,1.9
143,措备,2001-09-04,24,,2,1007.1,5.1
143,措备,2001-09-05,24.1,0,1.8,1003.1,6.5
143,措备,2001-09-06,25.2,0,1.3,1000.8,8.4
143,措备,2001-09-07,25.2,,2.3,1004.1,2.8
143,措备,2001-09-08,24.6,0,2,1005.4,6.5
143,措备,2001-09-09,22.9,52.2,1,1002.6,9.9
143,措备,2001-09-10,23.1,3.6,1.5,1002.3,9.5
143,措备,2001-09-11,23.3,0,1.7,1005.7,6.6
143,措备,2001-09-12,22.3,,1.5,1007.7,7
143,措备,2001-09-13,21.8,,2.6,1007.6,5.6
143,措备,2001-09-14,21,10.6,1.6,1007.3,10
143,措备,2001-09-15,22.2,,2.1,1006.9,3.1
143,措备,2001-09-16,21.6,,1.4,1005.3,0
143,措备,2001-09-17,23.7,,1.3,1001.6,1.6
143,措备,2001-09-18,24.3,,1,1002.9,3.1
143,措备,2001-09-19,23.6,,2.1,1008.1,2.5
143,措备,2001-09-20,23.7,16.2,1.3,1009.9,7.5
143,措备,2001-09-21,19.1,1.1,1.8,1015.5,5.9
143,措备,2001-09-22,16.3,,2.2,1019,2.1
143,措备,2001-09-23,18.2,,.8,1014.7,0
143,措备,2001-09-24,19.9,,1.3,1009.6,2
143,措备,2001-09-25,20.6,.1,1.7,1008.2,8.1
143,措备,2001-09-26,20.5,,1.8,1010.2,2.8
143,措备,2001-09-27,20.5,,1.3,1009.8,3.9
143,措备,2001-09-28,19.9,,2.4,1014.3,2.1
143,措备,2001-09-29,19.7,,2.3,1014.1,6
143,措备,2001-09-30,16.4,42.4,1.1,1005.1,9.8
143,措备,2001-10-01,17.5,.2,2.1,1002.7,5.4
143,措备,2001-10-02,18.4,,1,1011.1,1
143,措备,2001-10-03,18.5,0,1,1011.9,9.3
143,措备,2001-10-04,18.5,1.5,1.1,1008.4,8.8
143,措备,2001-10-05,16.7,,1.8,1012.1,2.3
143,措备,2001-10-06,16.4,,1.7,1015.3,4.8
143,措备,2001-10-07,17.1,,1.9,1014.2,5.4
143,措备,2001-10-08,20,,2.3,1009.3,7.5
143,措备,2001-10-09,17.5,20.2,2,1002.1,10
143,措备,2001-10-10,17.7,,3.1,1000.1,6.3
143,措备,2001-10-11,17.8,,1.4,1006.9,4.5
143,措备,2001-10-12,16.1,,1.6,1010.4,2.8
143,措备,2001-10-13,16.9,,1,1010.7,2.5
143,措备,2001-10-14,17.2,,1.6,1012.8,2.3
143,措备,2001-10-15,18.4,,1.3,1014.6,6.1
143,措备,2001-10-16,19,,1.3,1010,9.3
143,措备,2001-10-17,17.1,0,2.6,1008.4,5.3
143,措备,2001-10-18,15.1,,2.1,1013.7,2.5
143,措备,2001-10-19,14.2,,1.2,1019.8,0
143,措备,2001-10-20,15.4,,1.7,1020,4.5
143,措备,2001-10-21,15,6.4,.7,1015.8,10
143,措备,2001-10-22,15.5,6.8,.7,1011,7.4
143,措备,2001-10-23,15.4,,.5,1013.5,5.3
143,措备,2001-10-24,15.8,,.8,1014.2,3.3
143,措备,2001-10-25,16.3,,1.1,1016.5,5.1
143,措备,2001-10-26,16.4,,.8,1016.8,6.4
143,措备,2001-10-27,15.2,12.3,.6,1012.2,9.1
143,措备,2001-10-28,16,17.5,1.7,1004.3,6.6
143,措备,2001-10-29,14.1,,2,1014,5.3
143,措备,2001-10-30,13.5,,1.1,1014.5,3
143,措备,2001-10-31,14.4,,1.1,1013.4,3.9
143,措备,2001-11-01,14.4,,1.4,1013.7,4.9
143,措备,2001-11-02,10.8,,1.3,1015.1,3.3
143,措备,2001-11-03,9.8,,1.1,1013.1,6.9
143,措备,2001-11-04,10.6,,1,1017.8,2.5
143,措备,2001-11-05,10.6,2,1.8,1011.8,8.5
143,措备,2001-11-06,7.9,,2.5,1016.9,2.5
143,措备,2001-11-07,6.3,,.8,1020.8,.8
143,措备,2001-11-08,7.6,,1.2,1017.8,2.6
143,措备,2001-11-09,10.3,0,1.5,1015.2,6.4
143,措备,2001-11-10,9.2,,1.2,1015.8,.3
143,措备,2001-11-11,8.4,,1.4,1011.6,3.9
143,措备,2001-11-12,9.5,,1.8,1011.6,2.5
143,措备,2001-11-13,8,,2.1,1011.3,6.9
143,措备,2001-11-14,7.7,,1.3,1012.6,3.4
143,措备,2001-11-15,7.3,,2.4,1014.1,3.3
143,措备,2001-11-16,9.1,,2.4,1014.9,2.6
143,措备,2001-11-17,8.4,,1.3,1016.2,.6
143,措备,2001-11-18,6.6,,.8,1016.7,0
143,措备,2001-11-19,7.6,,.9,1016.7,0
143,措备,2001-11-20,8.4,,1,1016.6,3.3
143,措备,2001-11-21,8.8,,.9,1016.8,0
143,措备,2001-11-22,10.8,,1.4,1017,0
143,措备,2001-11-23,10.5,,1.2,1014.6,0
143,措备,2001-11-24,9.4,,1,1008.4,1.4
143,措备,2001-11-25,7.8,,2.9,1010.6,2.5
143,措备,2001-11-26,2.8,,2.6,1015.9,2.6
143,措备,2001-11-27,2.4,,2.3,1016.9,1.3
143,措备,2001-11-28,6.6,,1.2,1013.4,6
143,措备,2001-11-29,6.5,6,.9,1006.3,9.6
143,措备,2001-11-30,4.9,,2.8,1011.8,.4
143,措备,2001-12-01,4.4,,.7,1014.9,3
143,措备,2001-12-02,6.1,,.4,1017.1,2.5
143,措备,2001-12-03,2,16.5,.5,1016.8,8.4
143,措备,2001-12-04,3.7,1.2,.7,1015.7,3.8
143,措备,2001-12-05,4.3,,1.4,1015.4,7.9
143,措备,2001-12-06,2.6,,3.1,1017.7,1.5
143,措备,2001-12-07,1.3,,1.2,1022.1,.6
143,措备,2001-12-08,3.6,,1.1,1024.1,1.9
143,措备,2001-12-09,3.6,,.6,1024.9,5.5
143,措备,2001-12-10,5.6,,.8,1024,5.5
143,措备,2001-12-11,7,,1.2,1024.8,4.8
143,措备,2001-12-12,6.5,4.6,.5,1018.3,6.1
143,措备,2001-12-13,3,.3,3.9,1013.8,4.1
143,措备,2001-12-14,-1.2,,2.8,1019.8,4.3
143,措备,2001-12-15,-2,,2.8,1024.8,1.1
143,措备,2001-12-16,-.9,,1.2,1024.6,3.5
143,措备,2001-12-17,.9,,1.2,1022,3.1
143,措备,2001-12-18,-.6,,1.8,1025.6,2.4
143,措备,2001-12-19,.1,,1.5,1026.2,.8
143,措备,2001-12-20,1.3,,.6,1023.8,5.4
143,措备,2001-12-21,.8,,2.6,1016.3,5.1
143,措备,2001-12-22,-.1,,2,1016.7,0
143,措备,2001-12-23,.2,,1.2,1017.9,2.6
143,措备,2001-12-24,-.1,,.5,1018.6,1
143,措备,2001-12-25,1.1,0,1,1018.7,4.8
143,措备,2001-12-26,2,,.9,1021.2,1.6
143,措备,2001-12-27,1.6,,1.2,1019.9,.5
143,措备,2001-12-28,1.2,,.9,1018.3,0
143,措备,2001-12-29,.7,0,1.1,1009.2,4.8
143,措备,2001-12-30,-.9,0,1.6,1013.4,1.4
143,措备,2001-12-31,.4,,.5,1013.6,3
143,措备,2002-01-01,.2,.5,1.7,1010.7,2.6
143,措备,2002-01-02,-5,,2,1013.7,0
143,措备,2002-01-03,-2.7,,1.1,1014.6,1.5
143,措备,2002-01-04,4.6,,1.1,1005.7,3.3
143,措备,2002-01-05,2.6,,1.5,1011.8,.4
143,措备,2002-01-06,.4,,.4,1016.4,1.4
143,措备,2002-01-07,.1,1,1.7,1008.8,7.4
143,措备,2002-01-08,-2.7,,4.1,1013.5,2.6
143,措备,2002-01-09,-.7,,2.1,1016,0
143,措备,2002-01-10,2.1,,.5,1007.4,3.5
143,措备,2002-01-11,6.3,,1.9,1008.9,0
143,措备,2002-01-12,6,,.9,1013,3.1
143,措备,2002-01-13,8.8,0,2.5,1015.4,8.9
143,措备,2002-01-14,11.7,0,1.1,1015.6,9.8
143,措备,2002-01-15,13.8,14.5,.7,1008.1,9.9
143,措备,2002-01-16,7.6,23.5,3.6,1004.5,10
143,措备,2002-01-17,4.4,3,1.6,1010.4,8.3
143,措备,2002-01-18,4.1,,2.5,1014.3,6.8
143,措备,2002-01-19,5.4,,2.7,1017.4,4.9
143,措备,2002-01-20,3.3,.2,1.8,1013.1,8.3
143,措备,2002-01-21,2.5,.5,3.7,1007.1,6.3
143,措备,2002-01-22,-.7,,5.2,1009.8,3.3
143,措备,2002-01-23,-1.7,,4.6,1015.6,.5
143,措备,2002-01-24,-.4,,2.9,1020.3,0
143,措备,2002-01-25,.4,,1.3,1021.7,2.1
143,措备,2002-01-26,1.1,8.5,2.1,1013,10
143,措备,2002-01-27,1.7,.1,3.6,1012.1,6.1
143,措备,2002-01-28,-.9,,4.8,1014.7,3.3
143,措备,2002-01-29,-1.8,,3.8,1016.4,.8
143,措备,2002-01-30,.5,,3.1,1016.8,2.6
143,措备,2002-01-31,-.5,,2.7,1020.7,0
143,措备,2002-02-01,.5,,1.5,1020.3,2.9
143,措备,2002-02-02,1.7,,1.2,1019.2,1.3
143,措备,2002-02-03,3.1,,1.5,1020.8,.1
143,措备,2002-02-04,3,,1.3,1018.2,4.5
143,措备,2002-02-05,6,,1.6,1011.8,2.5
143,措备,2002-02-06,6.3,,1.4,1010.5,1.9
143,措备,2002-02-07,6,,3.3,1013.3,2.8
143,措备,2002-02-08,4.2,0,2.8,1009.3,5
143,措备,2002-02-09,.1,,3.7,1014,4.1
143,措备,2002-02-10,.7,0,3.7,1011.1,5.1
143,措备,2002-02-11,-.5,0,4.4,1011.8,2.6
143,措备,2002-02-12,.3,,2.9,1014.9,1.8
143,措备,2002-02-13,2.3,,2.8,1017.4,.9
143,措备,2002-02-14,2.2,,2.3,1022.5,.1
143,措备,2002-02-15,3,,2.1,1021.5,.1
143,措备,2002-02-16,4.5,,1.7,1016.5,3
143,措备,2002-02-17,5.7,,3.2,1009.3,3.9
143,措备,2002-02-18,0,,4.9,1017.1,0
143,措备,2002-02-19,.3,,2.9,1022.7,0
143,措备,2002-02-20,4.4,,2.8,1022,.9
143,措备,2002-02-21,3.4,1.5,1.3,1017.6,8.3
143,措备,2002-02-22,6.2,,2.7,1017.7,2.8
143,措备,2002-02-23,6.8,,2.1,1015.7,4.9
143,措备,2002-02-24,5.8,,2.6,1018.7,1.8
143,措备,2002-02-25,8,,1.7,1016.1,6.8
143,措备,2002-02-26,9.3,0,1.4,1013.3,5.8
143,措备,2002-02-27,8.2,0,1.5,1011.3,8.3
143,措备,2002-02-28,9.9,,2.5,1012.1,4.5
143,措备,2002-03-01,8,,1.7,1016.3,3
143,措备,2002-03-02,7,,3.2,1016.9,5.6
143,措备,2002-03-03,8,,2.7,1017.2,6.3
143,措备,2002-03-04,8.4,,1.9,1016.3,6.5
143,措备,2002-03-05,5.6,7.5,1.6,1006.8,10
143,措备,2002-03-06,4.4,.5,4.4,1003.8,6
143,措备,2002-03-07,2.8,,4.5,1013.2,0
143,措备,2002-03-08,5.4,,2.2,1020.2,0
143,措备,2002-03-09,10.5,,2.7,1016.6,.4
143,措备,2002-03-10,11.7,0,2.8,1010.2,4.6
143,措备,2002-03-11,10.3,,2.9,1012.9,0
143,措备,2002-03-12,12.4,,2.6,1013.4,1
143,措备,2002-03-13,12.8,,2,1014.7,2.6
143,措备,2002-03-14,9,15,1.3,1004.1,9.8
143,措备,2002-03-15,12.4,.5,3.4,1001.5,5.5
143,措备,2002-03-16,12.7,,2.2,1008.1,2.6
143,措备,2002-03-17,13.5,,2.8,1009.1,4
143,措备,2002-03-18,11.1,,4.1,1011.6,2.3
143,措备,2002-03-19,12.4,,2.9,1009.8,0
143,措备,2002-03-20,15.4,,2.7,1008.1,3.3
143,措备,2002-03-21,12.8,9,4.6,1000.3,10
143,措备,2002-03-22,7.7,.5,3.2,1002.4,8.4
143,措备,2002-03-23,7.3,,5.2,1007,2.1
143,措备,2002-03-24,7.4,,3.3,1013.2,1.5
143,措备,2002-03-25,9.8,,1.5,1012.7,1
143,措备,2002-03-26,10.3,0,1.3,1006.9,6.4
143,措备,2002-03-27,11.8,,3.9,1008.5,2.9
143,措备,2002-03-28,12.6,,2.5,1010.3,5.5
143,措备,2002-03-29,11.2,17.5,2.1,1004.3,6
143,措备,2002-03-30,13.1,0,2.2,1004.7,7.9
143,措备,2002-03-31,15.5,0,2.5,1005.8,2.5
143,措备,2002-04-01,18,,2.3,1008.9,.9
143,措备,2002-04-02,19.9,,2.2,1004.7,.9
143,措备,2002-04-03,15.3,,3.3,1005.9,1.8
143,措备,2002-04-04,13.7,,2.5,1012.1,.9
143,措备,2002-04-05,15.6,0,2.8,1010.6,3.6
143,措备,2002-04-06,15.4,5,2.7,1000.6,9.3
143,措备,2002-04-07,18.5,,2.4,1001.7,3.5
143,措备,2002-04-08,13.3,0,3.2,1004,7.4
143,措备,2002-04-09,10.5,,3.6,1007.9,1.5
143,措备,2002-04-10,11.6,,3.2,1012.2,4.6
143,措备,2002-04-11,12.7,,1.9,1011.3,5.5
143,措备,2002-04-12,14.2,,2.9,1007,2.9
143,措备,2002-04-13,14.4,,3.1,1006.5,2.3
143,措备,2002-04-14,18.9,,2.6,1006.6,4.5
143,措备,2002-04-15,18.4,0,2.6,1006,9.6
143,措备,2002-04-16,19.4,18,3.6,999,6.5
143,措备,2002-04-17,14.2,,5.9,1006.5,6.3
143,措备,2002-04-18,13.4,,3.3,1013.1,3.9
143,措备,2002-04-19,14.8,,1.9,1014.6,3.6
143,措备,2002-04-20,16,,1.6,1008.5,6.3
143,措备,2002-04-21,20.7,1,1.8,1004.8,2.5
143,措备,2002-04-22,21.9,,2.3,1007.6,4.4
143,措备,2002-04-23,19.1,20,1.7,1005.3,9
143,措备,2002-04-24,14.9,,4.2,1008.2,4.9
143,措备,2002-04-25,11.2,,3.5,1015.9,3.3
143,措备,2002-04-26,11.8,,3.7,1018.2,3.4
143,措备,2002-04-27,12.8,,3.6,1017.4,5.3
143,措备,2002-04-28,14.2,,3.8,1015.4,3.6
143,措备,2002-04-29,15.4,.5,2.2,1008.3,10
143,措备,2002-04-30,16.4,28,2.8,1003.4,10
143,措备,2002-05-01,14.7,8.5,4.2,1010.7,5.1
143,措备,2002-05-02,15.5,,3.7,1012.7,3.3
143,措备,2002-05-03,15,14,1.5,1009.4,10
143,措备,2002-05-04,20.4,0,1.6,1009.6,5.4
143,措备,2002-05-05,16.9,,3.5,1012.2,6.4
143,措备,2002-05-06,13.9,9.5,4.2,1012.1,10
143,措备,2002-05-07,11.3,46,3.6,1005.1,10
143,措备,2002-05-08,14,,2.9,1011.6,9
143,措备,2002-05-09,16,,2.7,1011.1,6.8
143,措备,2002-05-10,14.8,0,3.3,1007.5,6.9
143,措备,2002-05-11,16.8,,2.6,1009.4,2.6
143,措备,2002-05-12,20,,2.2,1011.4,2.1
143,措备,2002-05-13,22.1,,2.2,1010.5,4.1
143,措备,2002-05-14,20.2,.1,2.8,1008.4,7.8
143,措备,2002-05-15,15.4,12,3.6,1003.4,10
143,措备,2002-05-16,15.2,.5,3.2,1002.9,10
143,措备,2002-05-17,14.8,.1,2.5,1003.9,10
143,措备,2002-05-18,14.9,2,2,1001.8,10
143,措备,2002-05-19,16.9,1.5,2.3,1000.1,2.9
143,措备,2002-05-20,20.5,,1.8,1001.3,.1
143,措备,2002-05-21,23,,1.9,1002.2,6
143,措备,2002-05-22,22.7,0,2.5,1001.1,4.5
143,措备,2002-05-23,23,,2.6,1000.5,.8
143,措备,2002-05-24,23,,3.3,1000.8,1.3
143,措备,2002-05-25,23.3,,2.4,1000,1.3
143,措备,2002-05-26,20.9,,3.4,1001.1,2.6
143,措备,2002-05-27,20.1,,2.1,1004.6,2.8
143,措备,2002-05-28,20.7,,2.3,1004.9,3.9
143,措备,2002-05-29,22.7,,2,1003.7,2.6
143,措备,2002-05-30,22.7,0,3.1,999.8,8.6
143,措备,2002-05-31,23.4,,2.2,997.3,3.5
143,措备,2002-06-01,24.8,,2.6,997.6,3.5
143,措备,2002-06-02,23.7,,2.3,1000.8,3.4
143,措备,2002-06-03,24.3,,2.4,1002.2,1.6
143,措备,2002-06-04,25.7,,2.2,1002.9,4.8
143,措备,2002-06-05,24.9,,3.1,1004.1,2.5
143,措备,2002-06-06,26.4,,2.2,1004.7,2.5
143,措备,2002-06-07,28.1,,2.3,1004,3.5
143,措备,2002-06-08,24.7,0,3.6,1003.8,6.4
143,措备,2002-06-09,23.4,,2.5,1003.8,4.1
143,措备,2002-06-10,23.3,.3,1.8,995.3,7.6
143,措备,2002-06-11,25,9,3.2,992.8,5.4
143,措备,2002-06-12,24.3,,2,997.1,5.8
143,措备,2002-06-13,24.5,,2.4,996.3,5.3
143,措备,2002-06-14,22.4,,2.7,1000.1,2.6
143,措备,2002-06-15,21.9,0,1.6,1002.6,7.3
143,措备,2002-06-16,23.6,0,1.9,1002.4,5.9
143,措备,2002-06-17,24.1,0,2.1,1001.2,7.8
143,措备,2002-06-18,26.7,,2.2,999.7,4
143,措备,2002-06-19,27.1,,2.5,998.2,5.8
143,措备,2002-06-20,26.8,0,2.3,994.2,6.6
143,措备,2002-06-21,25.3,,3.2,997.3,4.6
143,措备,2002-06-22,21,,4.8,1005,6.5
143,措备,2002-06-23,18.2,4.5,3.2,1006.3,9.4
143,措备,2002-06-24,16.4,9.5,4.3,1001.9,10
143,措备,2002-06-25,17.8,0,2.6,1004,6.6
143,措备,2002-06-26,18.7,,2.5,1007.3,2.6
143,措备,2002-06-27,21,,2.3,1007.4,.8
143,措备,2002-06-28,22.2,,2.9,1006.3,2.6
143,措备,2002-06-29,21.4,0,3.5,1003.6,6.1
143,措备,2002-06-30,21.8,0,2.8,1001.7,10
143,措备,2002-07-01,22.5,.5,2.5,1003.4,10
143,措备,2002-07-02,24.4,2,1.5,1004.6,9.6
143,措备,2002-07-03,27.5,,1.8,1005.6,5.8
143,措备,2002-07-04,28.6,0,1.8,1005.1,6.6
143,措备,2002-07-05,24.3,58.5,4.1,997.5,10
143,措备,2002-07-06,23.8,4,4,985.9,10
143,措备,2002-07-07,26.4,,3.7,994.4,2.9
143,措备,2002-07-08,20.8,6.5,2,1000.4,9.3
143,措备,2002-07-09,22.2,3.5,2.9,997.3,10
143,措备,2002-07-10,23.8,0,3.4,992.2,7.9
143,措备,2002-07-11,24.4,,2.7,993.3,6
143,措备,2002-07-12,27.9,,2.1,995.4,4.3
143,措备,2002-07-13,26.8,.2,1.8,996.6,6.4
143,措备,2002-07-14,27.3,1,2.6,993.6,9.4
143,措备,2002-07-15,28.4,.5,1.7,990.3,5.6
143,措备,2002-07-16,29,0,2.5,989,4.5
143,措备,2002-07-17,27.2,0,2.4,992.4,4.5
143,措备,2002-07-18,25.4,,3.4,997.2,8
143,措备,2002-07-19,23.5,59,3.5,995.9,8.1
143,措备,2002-07-20,26.9,1,2.2,1002.2,5.3
143,措备,2002-07-21,24.7,29.5,1.4,1002.1,9
143,措备,2002-07-22,25.4,2.5,1.3,1002.5,9.9
143,措备,2002-07-23,26.4,.2,1.5,1002.4,8
143,措备,2002-07-24,28.1,,1.8,1001.3,4.1
143,措备,2002-07-25,26.9,,3.8,998.7,4.3
143,措备,2002-07-26,25.2,.5,4.1,999.1,8.9
143,措备,2002-07-27,27.2,,4.9,1005,6
143,措备,2002-07-28,25.9,,4.3,1007,7
143,措备,2002-07-29,28.9,,2.1,1004,2.9
143,措备,2002-07-30,29.7,0,1.7,1003.2,5.3
