도로명,시작점 위도,시작점 경도,중간점_위도,중간점_경도,끝점_위도,끝점_경도,경사도_점수(1-10점)
아차산로49길,37.5417414,127.084872,37.5411995,127.0846486,37.5411995,127.0846486,1
자양로26길,37.5417414,127.084872,37.5419826,127.0841367,37.5420219,127.0840171,1
자양로23가길,37.5418714,127.081922,37.5417383,127.0822246,37.5417383,127.0822246,1
자양로23가길,37.5418714,127.081922,37.5419941,127.081643,37.5419941,127.081643,8
자양로23나길,37.5418714,127.081922,37.542358,127.0823426,37.542358,127.0823426,1
광나루로50길,37.5418549,127.0929756,37.5421646,127.0934655,37.5421646,127.0934655,1
아차산로65길,37.5418549,127.0929756,37.5414709,127.0934289,37.5414709,127.0934289,1
아차산로65길,37.5418549,127.0929756,37.5423162,127.0924311,37.5423162,127.0924311,1
자양로23가길,37.5419941,127.081643,37.5418714,127.081922,37.5418714,127.081922,8
자양로23나길,37.5419941,127.081643,37.5424969,127.0820747,37.5424969,127.0820747,1
자양로23가길,37.5419941,127.081643,37.5424733,127.0815975,37.5427256,127.0816339,1
자양로,37.5420219,127.0840171,37.5421022,127.0840533,37.5421022,127.0840533,1
자양로,37.5420219,127.0840171,37.5417314,127.0838931,37.5414536,127.0837746,1
자양로23길,37.542056,127.0829249,37.5423228,127.0831644,37.5423228,127.0831644,1
자양로23길,37.542056,127.0829249,37.541865,127.0827437,37.541865,127.0827437,8
자양로23나길,37.542056,127.0829249,37.5421927,127.0826614,37.5421927,127.0826614,1
자양로28길,37.5420972,127.0858058,37.541935,127.0864316,37.541935,127.0864316,1
광나루로36길,37.5420972,127.0858058,37.5415175,127.0855549,37.5415175,127.0855549,1
광나루로36길,37.5420972,127.0858058,37.5435491,127.0864008,37.5435491,127.0864008,1
자양로,37.5421022,127.0840533,37.5420219,127.0840171,37.5420219,127.0840171,1
자양로,37.5421022,127.0840533,37.5425244,127.0842191,37.5425244,127.0842191,1
자양로,37.5421022,127.0840533,37.5421336,127.0839262,37.5423228,127.0831644,4
자양로23나길,37.5421927,127.0826614,37.5422234,127.0826021,37.5422234,127.0826021,1
자양로23나길,37.5421927,127.0826614,37.542056,127.0829249,37.542056,127.0829249,1
광나루로30다길,37.5421927,127.0826614,37.5423977,127.082829,37.5428178,127.0830429,1
자양로23나길,37.5422234,127.0826021,37.5417383,127.0822246,37.5417383,127.0822246,1
자양로23나길,37.5422234,127.0826021,37.542358,127.0823426,37.542358,127.0823426,1
자양로23나길,37.5422234,127.0826021,37.5421927,127.0826614,37.5421927,127.0826614,1
광나루로46길,37.5423162,127.0924311,37.5415571,127.0923084,37.5415571,127.0923084,1
광나루로46길,37.5423162,127.0924311,37.5433055,127.0925909,37.5433055,127.0925909,1
아차산로65길,37.5423162,127.0924311,37.5418549,127.0929756,37.5418549,127.0929756,1
아차산로65길,37.5423162,127.0924311,37.5426916,127.0911937,37.5426916,127.0911937,1
자양로23나길,37.542358,127.0823426,37.5418714,127.081922,37.5418714,127.081922,1
자양로23나길,37.542358,127.0823426,37.5424969,127.0820747,37.5424969,127.0820747,1
자양로23나길,37.542358,127.0823426,37.5422234,127.0826021,37.5422234,127.0826021,1
자양로23길,37.5423228,127.0831644,37.5426924,127.0834171,37.5426924,127.0834171,2
자양로23길,37.5423228,127.0831644,37.542056,127.0829249,37.542056,127.0829249,1
자양로,37.5423228,127.0831644,37.5421336,127.0839262,37.5421022,127.0840533,4
광나루로30다길,37.5424969,127.0820747,37.5430467,127.0823543,37.5430467,127.0823543,1
자양로23나길,37.5424969,127.0820747,37.5419941,127.081643,37.5419941,127.081643,1
자양로23나길,37.5424969,127.0820747,37.5427256,127.0816339,37.5427256,127.0816339,1
자양로23나길,37.5424969,127.0820747,37.542358,127.0823426,37.542358,127.0823426,1
아차산로65길,37.5426916,127.0911937,37.5423162,127.0924311,37.5423162,127.0924311,1
아차산로65길,37.5426916,127.0911937,37.5428262,127.0902129,37.5428262,127.0902129,1
광나루로44길,37.5426916,127.0911937,37.5437397,127.0915066,37.5437397,127.0915066,1
광나루로44길,37.5426916,127.0911937,37.541709,127.0911138,37.5414127,127.0909637,1
자양로23나길,37.5427256,127.0816339,37.5424969,127.0820747,37.5424969,127.0820747,1
자양로23가길,37.5427256,127.0816339,37.5424733,127.0815975,37.5419941,127.081643,1
자양로23가길,37.5427256,127.0816339,37.5429454,127.081652,37.5432458,127.0818149,1
광나루로30다길,37.5426924,127.0834171,37.5428178,127.0830429,37.5428178,127.0830429,5
자양로23길,37.5426924,127.0834171,37.5432014,127.083646,37.5432014,127.083646,1
자양로23길,37.5426924,127.0834171,37.5423228,127.0831644,37.5423228,127.0831644,2
자양로30길,37.5428262,127.0902129,37.5429031,127.089701,37.5429031,127.089701,1
아차산로65길,37.5428262,127.0902129,37.5426916,127.0911937,37.5426916,127.0911937,1
구의로,37.5428262,127.0902129,37.5433314,127.090337,37.5435236,127.0903842,1
구의로,37.5428262,127.0902129,37.54204,127.09005,37.54152,127.08992,1
광나루로30다길,37.5428178,127.0830429,37.5429384,127.0826893,37.5429384,127.0826893,1
광나루로30다길,37.5428178,127.0830429,37.5426924,127.0834171,37.5426924,127.0834171,5
광나루로30나길,37.5428178,127.0830429,37.5433124,127.0833114,37.5433124,127.0833114,1
광나루로30다길,37.5428178,127.0830429,37.5423977,127.082829,37.5421927,127.0826614,1
아차산로,37.5428312,127.1009237,37.5431198,127.1007482,37.5434912,127.1005223,1
아차산로,37.5428312,127.1009237,37.5429042,127.1011309,37.5429604,127.1012901,1
아차산로,37.5428312,127.1009237,37.5420019,127.0984635,37.5419704,127.0983701,1
광나루로30다길,37.5429384,127.0826893,37.5430467,127.0823543,37.5430467,127.0823543,1
광나루로30다길,37.5429384,127.0826893,37.5428178,127.0830429,37.5428178,127.0830429,1
광나루로30나길,37.5429384,127.0826893,37.5434254,127.0829711,37.5434254,127.0829711,1
자양로30길,37.5429773,127.0892067,37.5430866,127.0883596,37.5430866,127.0883596,1
광나루로40길,37.5429773,127.0892067,37.543479,127.0893206,37.5435555,127.089338,1
광나루로40길,37.5429773,127.0892067,37.5421619,127.0890215,37.541602,127.0888944,1
자양로,37.5430452,127.0844509,37.5430784,127.0843376,37.5432769,127.0836789,1
자양로,37.5430452,127.0844509,37.5432141,127.0845222,37.5434714,127.0846301,1
자양로,37.5430452,127.0844509,37.5426191,127.0842585,37.5425244,127.0842191,1
광나루로30다길,37.5430467,127.0823543,37.5424969,127.0820747,37.5424969,127.0820747,1
광나루로30다길,37.5430467,127.0823543,37.5431465,127.0820796,37.5431465,127.0820796,1
광나루로30다길,37.5430467,127.0823543,37.5429384,127.0826893,37.5429384,127.0826893,1
광나루로30나길,37.5430467,127.0823543,37.5435359,127.0826384,37.5435359,127.0826384,1
광나루로30다길,37.5431465,127.0820796,37.5432458,127.0818149,37.5432458,127.0818149,1
광나루로30다길,37.5431465,127.0820796,37.5430467,127.0823543,37.5430467,127.0823543,1
광나루로30나길,37.5431465,127.0820796,37.5436342,127.0823426,37.5436342,127.0823426,1
자양로30길,37.5431522,127.0878508,37.5433286,127.0872065,37.5433286,127.0872065,1
광나루로38길,37.5431522,127.0878508,37.5436295,127.088052,37.5436295,127.088052,1
광나루로38길,37.5431522,127.0878508,37.542393,127.0875296,37.5417211,127.0872566,1
광나루로30길,37.5431928,127.0794947,37.5431194,127.0813839,37.5433624,127.0815049,1
광나루로30나길,37.5432014,127.083646,37.5433124,127.0833114,37.5433124,127.0833114,1
자양로23길,37.5432014,127.083646,37.5432769,127.0836789,37.5432769,127.0836789,1
자양로23길,37.5432014,127.083646,37.5426924,127.0834171,37.5426924,127.0834171,1
광나루로30다길,37.5432458,127.0818149,37.5433624,127.0815049,37.5433624,127.0815049,1
광나루로30다길,37.5432458,127.0818149,37.5431465,127.0820796,37.5431465,127.0820796,1
광나루로30나길,37.5432458,127.0818149,37.5437245,127.0820705,37.5437245,127.0820705,1
자양로23가길,37.5432458,127.0818149,37.5429454,127.081652,37.5427256,127.0816339,1
자양로23길,37.5432769,127.0836789,37.5437685,127.0838934,37.5437685,127.0838934,1
자양로23길,37.5432769,127.0836789,37.5432014,127.083646,37.5432014,127.083646,1
자양로,37.5432769,127.0836789,37.5430784,127.0843376,37.5430452,127.0844509,1
광나루로30가길,37.5433124,127.0833114,37.5438622,127.0835969,37.5438622,127.0835969,1
광나루로30나길,37.5433124,127.0833114,37.5428178,127.0830429,37.5428178,127.0830429,1
광나루로30나길,37.5433124,127.0833114,37.5434254,127.0829711,37.5434254,127.0829711,6
광나루로30나길,37.5433124,127.0833114,37.5432014,127.083646,37.5432014,127.083646,1
구의로16길,37.5433442,127.0925972,37.5437397,127.0915066,37.5437397,127.0915066,1
광나루로46길,37.5433442,127.0925972,37.5433055,127.0925909,37.5433055,127.0925909,1
광나루로46길,37.5433442,127.0925972,37.5436413,127.0931129,37.54368,127.09318,1
광나루로30길,37.5433624,127.0815049,37.5438301,127.0817525,37.5438301,127.0817525,1
광나루로30다길,37.5433624,127.0815049,37.5432458,127.0818149,37.5432458,127.0818149,1
광나루로30길,37.5433624,127.0815049,37.5431194,127.0813839,37.5431928,127.0794947,1
광나루로30가길,37.5434254,127.0829711,37.5439658,127.0832693,37.5439658,127.0832693,1
광나루로30나길,37.5434254,127.0829711,37.5429384,127.0826893,37.5429384,127.0826893,1
광나루로30나길,37.5434254,127.0829711,37.5435359,127.0826384,37.5435359,127.0826384,1
광나루로30나길,37.5434254,127.0829711,37.5433124,127.0833114,37.5433124,127.0833114,6
광나루로30가길,37.5435359,127.0826384,37.5440731,127.0829299,37.5440731,127.0829299,1
광나루로30나길,37.5435359,127.0826384,37.5430467,127.0823543,37.5430467,127.0823543,1
광나루로30나길,37.5435359,127.0826384,37.5436342,127.0823426,37.5436342,127.0823426,1
광나루로30나길,37.5435359,127.0826384,37.5434254,127.0829711,37.5434254,127.0829711,1
자양로30길,37.5435491,127.0864008,37.5437596,127.0856581,37.5437596,127.0856581,1
광나루로36길,37.5435491,127.0864008,37.5420972,127.0858058,37.5420972,127.0858058,1
광나루로36길,37.5435491,127.0864008,37.54428,127.0867504,37.54428,127.0867504,1
광나루로48길,37.5435594,127.0933075,37.5434809,127.0931591,37.5424171,127.093849,1
광나루로,37.5435594,127.0933075,37.5427496,127.0941706,37.5426562,127.0942678,1
광나루로30가길,37.5436342,127.0823426,37.5441692,127.0826257,37.5441692,127.0826257,1
광나루로30나길,37.5436342,127.0823426,37.5431465,127.0820796,37.5431465,127.0820796,1
광나루로30나길,37.5436342,127.0823426,37.5437245,127.0820705,37.5437245,127.0820705,1
광나루로30나길,37.5436342,127.0823426,37.5435359,127.0826384,37.5435359,127.0826384,1
광나루로30가길,37.5437245,127.0820705,37.5442547,127.0823553,37.5442547,127.0823553,1
광나루로30나길,37.5437245,127.0820705,37.5432458,127.0818149,37.5432458,127.0818149,1
광나루로30나길,37.5437245,127.0820705,37.5438301,127.0817525,37.5438301,127.0817525,1
광나루로30나길,37.5437245,127.0820705,37.5436342,127.0823426,37.5436342,127.0823426,1
구의로16길,37.5437397,127.0915066,37.5439096,127.0904748,37.5439096,127.0904748,1
구의로16길,37.5437397,127.0915066,37.5433442,127.0925972,37.5433442,127.0925972,1
광나루로44길,37.5437397,127.0915066,37.5426916,127.0911937,37.5426916,127.0911937,1
광나루로44길,37.5437397,127.0915066,37.5443073,127.0916471,37.5443758,127.09167,1
광나루로30가길,37.5437685,127.0838934,37.5438622,127.0835969,37.5438622,127.0835969,1
자양로23길,37.5437685,127.0838934,37.5441901,127.0840242,37.5441901,127.0840242,1
자양로23길,37.5437685,127.0838934,37.5432769,127.0836789,37.5432769,127.0836789,1
자양로,37.5437685,127.0838934,37.5436153,127.0845598,37.54359,127.08468,1
광나루로30길,37.5438301,127.0817525,37.5443571,127.0820314,37.5443571,127.0820314,1
광나루로30길,37.5438301,127.0817525,37.5433624,127.0815049,37.5433624,127.0815049,1
광나루로30나길,37.5438301,127.0817525,37.5437245,127.0820705,37.5437245,127.0820705,1
광나루로30가길,37.5438622,127.0835969,37.5433124,127.0833114,37.5433124,127.0833114,1
광나루로30가길,37.5438622,127.0835969,37.5439658,127.0832693,37.5439658,127.0832693,1
광나루로30가길,37.5438622,127.0835969,37.5437685,127.0838934,37.5437685,127.0838934,1
천호대로140길,37.5438476,127.0985941,37.5439809,127.0972081,37.5439809,127.0972081,1
천호대로140길,37.5438476,127.0985941,37.5439019,127.0991026,37.5441981,127.1000923,1
아차산로69길,37.5438476,127.0985941,37.5428876,127.0984083,37.5419704,127.0983701,1
구의로16길,37.5439096,127.0904748,37.5437397,127.0915066,37.5437397,127.0915066,1
자양로32길,37.5439096,127.0904748,37.5440094,127.0897861,37.5440094,127.0897861,1
구의로,37.5439096,127.0904748,37.5446143,127.0906488,37.5446885,127.09067,1
구의로,37.5439096,127.0904748,37.54371,127.09043,37.5435236,127.0903842,1
광나루로30가길,37.5439658,127.0832693,37.5434254,127.0829711,37.5434254,127.0829711,1
광나루로30가길,37.5439658,127.0832693,37.5440731,127.0829299,37.5440731,127.0829299,1
광나루로30가길,37.5439658,127.0832693,37.5438622,127.0835969,37.5438622,127.0835969,1
자양로32길,37.5440578,127.0894521,37.5440094,127.0897861,37.5440094,127.0897861,1
자양로32길,37.5440578,127.0894521,37.5440883,127.0891162,37.5440883,127.0891162,1
광나루로40길,37.5440578,127.0894521,37.5435555,127.089338,37.5435555,127.089338,1
광나루로40길,37.5440578,127.0894521,37.5447802,127.0895009,37.5448316,127.0895057,1
광나루로30가길,37.5440731,127.0829299,37.5435359,127.0826384,37.5435359,127.0826384,1
광나루로30가길,37.5440731,127.0829299,37.5441692,127.0826257,37.5441692,127.0826257,1
광나루로30가길,37.5440731,127.0829299,37.5439658,127.0832693,37.5439658,127.0832693,1
광나루로30가길,37.5441692,127.0826257,37.5436342,127.0823426,37.5436342,127.0823426,1
광나루로30가길,37.5441692,127.0826257,37.5442547,127.0823553,37.5442547,127.0823553,1
광나루로30가길,37.5441692,127.0826257,37.5440731,127.0829299,37.5440731,127.0829299,1
자양로32길,37.5441646,127.0882775,37.5442187,127.0875621,37.5442187,127.0875621,1
광나루로38길,37.5441646,127.0882775,37.5436295,127.088052,37.5436295,127.088052,1
자양로32길,37.5441646,127.0882775,37.5441154,127.0888186,37.5440883,127.0891162,1
광나루로38길,37.5441646,127.0882775,37.5448453,127.0883408,37.5448934,127.0883438,1
자양로23길,37.5441901,127.0840242,37.5437685,127.0838934,37.5437685,127.0838934,1
자양로29길,37.5441901,127.0840242,37.5442489,127.0838038,37.5442489,127.0838038,1
자양로29길,37.5441901,127.0840242,37.5441654,127.0841471,37.5441654,127.0841471,1
자양로29길,37.5441654,127.0841471,37.5441901,127.0840242,37.5441901,127.0840242,1
자양로29길,37.5441654,127.0841471,37.5440171,127.0847359,37.5440171,127.0847359,1
광나루로34길,37.5441654,127.0841471,37.5449931,127.0844502,37.5450675,127.0844766,1
광나루로30가길,37.5442547,127.0823553,37.5437245,127.0820705,37.5437245,127.0820705,1
광나루로30가길,37.5442547,127.0823553,37.5443571,127.0820314,37.5443571,127.0820314,1
광나루로30가길,37.5442547,127.0823553,37.5441692,127.0826257,37.5441692,127.0826257,1
아차산로,37.5441981,127.1000923,37.5435735,127.1004722,37.5434912,127.1005223,1
천호대로140길,37.5441981,127.1000923,37.5449173,127.1011528,37.5451594,127.1013867,1
천호대로140길,37.5441981,127.1000923,37.5439019,127.0991026,37.5438476,127.0985941,1
자양로32길,37.54428,127.0867504,37.5442187,127.0875621,37.5442187,127.0875621,1
광나루로36길,37.54428,127.0867504,37.5435491,127.0864008,37.5435491,127.0864008,1
자양로32길,37.54428,127.0867504,37.5444083,127.0851662,37.5444287,127.0850361,1
광나루로36길,37.54428,127.0867504,37.5449223,127.0870284,37.544975,127.0870503,1
광나루로30길,37.5443571,127.0820314,37.5438301,127.0817525,37.5438301,127.0817525,1
광나루로30가길,37.5443571,127.0820314,37.5442547,127.0823553,37.5442547,127.0823553,1
광나루로30길,37.5443571,127.0820314,37.5451184,127.0824185,37.5452077,127.0824639,1
광나루로40길,37.5448316,127.0895057,37.5447802,127.0895009,37.5440578,127.0894521,1
광나루로,37.5448316,127.0895057,37.544728,127.090441,37.5446885,127.09067,1
광나루로20길,37.5449416,127.0740067,37.5454817,127.0741255,37.5454817,127.0741255,1
능동로16길,37.5449416,127.0740067,37.5447699,127.0746877,37.5450081,127.0751556,1
능동로16길,37.5449416,127.0740067,37.5448718,127.0731053,37.5448913,127.0730313,1
광나루로,37.5450309,127.0872766,37.5450422,127.0870743,37.5450422,127.0870743,1
광나루로37길,37.5450309,127.0872766,37.5451131,127.0873031,37.5453717,127.0875929,1
광나루로,37.544975,127.0870503,37.5448934,127.0883438,37.5448934,127.0883438,1
광나루로36길,37.544975,127.0870503,37.5449223,127.0870284,37.54428,127.0867504,1
광나루로,37.5450775,127.08643,37.5451027,127.0859891,37.5451027,127.0859891,1
광나루로35길,37.5450775,127.08643,37.5451741,127.0864341,37.5457197,127.087036,1
능동로16길,37.5450702,127.0752777,37.5451956,127.0756664,37.5451956,127.0756664,5
능동로16길,37.5450702,127.0752777,37.5450081,127.0751556,37.5450081,127.0751556,1
광나루로20가길,37.5450702,127.0752777,37.5452096,127.0749299,37.5454817,127.0741255,1
광나루로34길,37.5450675,127.0844766,37.5449707,127.0844408,37.5441654,127.0841471,1
광나루로,37.5450675,127.0844766,37.5450364,127.0850232,37.545022,127.0852593,1
능동로16길,37.5451956,127.0756664,37.5452307,127.0757905,37.5452307,127.0757905,1
능동로16길,37.5451956,127.0756664,37.5450702,127.0752777,37.5450702,127.0752777,5
광나루로22나길,37.5451956,127.0756664,37.5454646,127.07559,37.5455657,127.0759515,1
능동로16길,37.5453644,127.0762624,37.5454463,127.0765175,37.5454463,127.0765175,1
능동로16길,37.5453644,127.0762624,37.5453194,127.0761036,37.5453194,127.0761036,1
광나루로22가길,37.5453644,127.0762624,37.5456193,127.0761429,37.5456193,127.0761429,1
능동로16길,37.5454463,127.0765175,37.5453644,127.0762624,37.5453644,127.0762624,1
광나루로24길,37.5454463,127.0765175,37.5461815,127.0762391,37.5463519,127.076223,1
,37.5454463,127.0765175,37.5452109,127.0765877,37.5446839,127.0767268,1
광나루로20길,37.5454817,127.0741255,37.5456702,127.0741737,37.5456702,127.0741737,1
광나루로20길,37.5454817,127.0741255,37.5449416,127.0740067,37.5449416,127.0740067,1
광나루로20가길,37.5454817,127.0741255,37.5452096,127.0749299,37.5450702,127.0752777,1
광나루로20길,37.5456702,127.0741737,37.5454817,127.0741255,37.5454817,127.0741255,1
광나루로20길,37.5456702,127.0741737,37.5460408,127.0743414,37.5461429,127.0743925,1
능동로,37.5456702,127.0741737,37.5458279,127.0735518,37.5458531,127.0734765,1
자양로34길,37.5457197,127.087036,37.545887,127.0868049,37.545887,127.0868049,1
자양로34길,37.5457197,127.087036,37.5455054,127.0873787,37.5455054,127.0873787,1
광나루로35길,37.5457197,127.087036,37.5461504,127.0875251,37.5461504,127.0875251,1
광나루로35길,37.5457197,127.087036,37.5451064,127.0864298,37.5450775,127.08643,1
자양로36길,37.5458005,127.0880734,37.5461504,127.0875251,37.5461504,127.0875251,1
광나루로37길,37.5458005,127.0880734,37.5454231,127.0876505,37.5454231,127.0876505,1
광나루로37길,37.5458005,127.0880734,37.5458738,127.0881557,37.5458738,127.0881557,1
천호대로140길,37.5457482,127.1019559,37.5457034,127.1019116,37.5451594,127.1013867,1
천호대로,37.5457482,127.1019559,37.5454606,127.1028308,37.544993,127.1042608,1
능동로17길,37.5459356,127.0733878,37.545984,127.0732546,37.5462134,127.0729996,1
능동로,37.5459356,127.0733878,37.5449893,127.0729403,37.5449259,127.0729103,1
자양로,37.5461407,127.0864587,37.54532,127.08549,37.5451285,127.0853145,1
자양로,37.5461407,127.0864587,37.5465347,127.086873,37.5465803,127.0869209,1
자양로34길,37.5461407,127.0864587,37.5460736,127.0865629,37.545887,127.0868049,1
자양로36길,37.5461504,127.0875251,37.5458005,127.0880734,37.5458005,127.0880734,1
광나루로35길,37.5461504,127.0875251,37.5457197,127.087036,37.5457197,127.087036,1
광나루로35길,37.5461504,127.0875251,37.5466164,127.0880362,37.5466164,127.0880362,1
자양로36길,37.5461504,127.0875251,37.5465093,127.0870431,37.5465803,127.0869209,1
광나루로20길,37.5462755,127.075241,37.5464244,127.0745433,37.5464244,127.0745433,1
광나루로22길,37.5462755,127.075241,37.5464595,127.0753897,37.5464595,127.0753897,1
광나루로22길,37.5462755,127.075241,37.5458406,127.0750086,37.5456816,127.0750539,1
광나루로22나길,37.5462755,127.075241,37.5459287,127.0755494,37.5455657,127.0759515,1
광나루로20길,37.5464244,127.0745433,37.5462755,127.075241,37.5462755,127.075241,1
광나루로20길,37.5464244,127.0745433,37.5461429,127.0743925,37.5461429,127.0743925,1
광나루로20길,37.5464244,127.0745433,37.5469726,127.074838,37.5470224,127.0748591,1
자양로,37.5465803,127.0869209,37.546813,127.0871807,37.546813,127.0871807,1
자양로,37.5465803,127.0869209,37.5465347,127.086873,37.5461407,127.0864587,1
자양로36길,37.5465803,127.0869209,37.5465093,127.0870431,37.5461504,127.0875251,1
자양로40길,37.546784,127.0917042,37.547771,127.0902816,37.547771,127.0902816,1
천호대로138길,37.546784,127.0917042,37.5464194,127.0914157,37.5464194,127.0914157,1
천호대로138길,37.546784,127.0917042,37.5476058,127.0921803,37.5481634,127.0929786,1
,37.5470661,127.0980694,37.5470086,127.0981241,37.5470086,127.0981241,1
,37.5470661,127.0980694,37.5470785,127.0981367,37.5471019,127.0981815,1
광나루로20길,37.5470224,127.0748591,37.5468803,127.0747988,37.5464244,127.0745433,1
광나루로,37.5470224,127.0748591,37.5468598,127.0752317,37.5466844,127.0755679,1
자양로33길,37.5474019,127.0859064,37.5473159,127.085843,37.5473159,127.085843,1
자양로33길,37.5474019,127.0859064,37.5474859,127.0859683,37.5477709,127.0863085,1
자양로37길,37.5474019,127.0859064,37.5486865,127.0854643,37.5489312,127.085706,1
자양로38길,37.547563,127.0880614,37.5474919,127.0881581,37.5471507,127.0886222,1
자양로37길,37.547563,127.0880614,37.547639,127.0879655,37.5478853,127.087632,1
자양로,37.547563,127.0880614,37.5484895,127.0890861,37.5485615,127.0891638,1
자양로,37.547563,127.0880614,37.5471348,127.0875564,37.546813,127.0871807,1
자양로40길,37.547771,127.0902816,37.5481493,127.0897315,37.5481493,127.0897315,1
자양로40길,37.547771,127.0902816,37.546784,127.0917042,37.546784,127.0917042,1
천호대로136길,37.547771,127.0902816,37.5467872,127.0891808,37.5467872,127.0891808,1
천호대로136길,37.547771,127.0902816,37.5487775,127.0914096,37.5487775,127.0914096,1
아차산로,37.5480713,127.1070756,37.5473613,127.1063934,37.5473613,127.1063934,1
아차산로,37.5480713,127.1070756,37.5482083,127.1072098,37.5482083,127.1072098,1
광장로,37.5480713,127.1070756,37.5479664,127.1065953,37.5477611,127.1057985,1
천호대로132길,37.5481281,127.087304,37.5483488,127.0875465,37.5483488,127.0875465,6
자양로37길,37.5481281,127.087304,37.5478853,127.087632,37.5478853,127.087632,1
자양로37길,37.5481281,127.087304,37.5483105,127.0870429,37.5483105,127.0870429,1
자양로40길,37.5481493,127.0897315,37.547771,127.0902816,37.547771,127.0902816,1
천호대로134길,37.5481493,127.0897315,37.5471507,127.0886222,37.5471507,127.0886222,1
천호대로134길,37.5481493,127.0897315,37.5491494,127.0908483,37.5491494,127.0908483,1
자양로40길,37.5481493,127.0897315,37.5484815,127.0892728,37.5485615,127.0891638,1
자양로42길,37.5481634,127.0929786,37.5487775,127.0914096,37.5487775,127.0914096,1
천호대로138길,37.5481634,127.0929786,37.5484713,127.0932785,37.5487985,127.0932106,1
천호대로138길,37.5481634,127.0929786,37.547482,127.0921107,37.546784,127.0917042,1
자양로33길,37.5483448,127.0869937,37.5477709,127.0863085,37.5477709,127.0863085,1
자양로37길,37.5483448,127.0869937,37.5483105,127.0870429,37.5483105,127.0870429,1
자양로37길,37.5483448,127.0869937,37.5485257,127.0867347,37.5485257,127.0867347,7
자양로37길,37.5485257,127.0867347,37.5483448,127.0869937,37.5483448,127.0869937,7
자양로37길,37.5485257,127.0867347,37.5487467,127.0864212,37.5487467,127.0864212,1
자양로42길,37.5487775,127.0914096,37.5491494,127.0908483,37.5491494,127.0908483,1
자양로42길,37.5487775,127.0914096,37.5481634,127.0929786,37.5481634,127.0929786,1
천호대로136길,37.5487775,127.0914096,37.547771,127.0902816,37.547771,127.0902816,1
천호대로136길,37.5487775,127.0914096,37.5491945,127.0918587,37.5492881,127.0919276,1
천호대로,37.5487985,127.0932106,37.5486434,127.0936404,37.5486434,127.0936404,1
천호대로138길,37.5487985,127.0932106,37.5483847,127.0932466,37.5481634,127.0929786,1
자양로39길,37.5491236,127.0883938,37.5489365,127.0886515,37.5489365,127.0886515,1
자양로39길,37.5491236,127.0883938,37.5491891,127.0883036,37.5491891,127.0883036,1
천호대로132길,37.5491236,127.0883938,37.5495352,127.0889032,37.5495352,127.0889032,1
천호대로132길,37.5491236,127.0883938,37.5487312,127.0879783,37.5487312,127.0879783,1
자양로42길,37.5491494,127.0908483,37.5487775,127.0914096,37.5487775,127.0914096,1
천호대로134길,37.5491494,127.0908483,37.5481493,127.0897315,37.5481493,127.0897315,1
자양로42길,37.5491494,127.0908483,37.5494713,127.0903786,37.5495481,127.0902943,1
천호대로,37.5492881,127.0919276,37.5488978,127.0929404,37.5487985,127.0932106,1
천호대로136길,37.5492881,127.0919276,37.5491945,127.0918587,37.5487775,127.0914096,1
자양로39길,37.5495265,127.0878389,37.5491891,127.0883036,37.5491891,127.0883036,1
천호대로130길,37.5495265,127.0878389,37.5493215,127.0876429,37.5493215,127.0876429,1
자양로41길,37.5500668,127.0895613,37.5505878,127.0888268,37.5505878,127.0888268,1
천호대로132길,37.5500668,127.0895613,37.5496467,127.0890414,37.5496467,127.0890414,1
자양로41길,37.5500668,127.0895613,37.5496178,127.0901911,37.5495481,127.0902943,1
천호대로132길,37.5500668,127.0895613,37.5505657,127.0901448,37.5506271,127.0902166,1
자양로41길,37.5505878,127.0888268,37.5500668,127.0895613,37.5500668,127.0895613,1
천호대로130길,37.5505878,127.0888268,37.5495265,127.0878389,37.5495265,127.0878389,1
천호대로124길,37.5514732,127.0860975,37.5517598,127.0854782,37.5517598,127.0854782,1
천호대로124길,37.5514732,127.0860975,37.5519505,127.0873466,37.5519505,127.0873466,1
천호대로124길,37.5514732,127.0860975,37.5522788,127.0865801,37.5522788,127.0865801,1
천호대로124길,37.5517598,127.0854782,37.5514732,127.0860975,37.5514732,127.0860975,1
천호대로120길,37.5517598,127.0854782,37.5525542,127.0859683,37.5525542,127.0859683,1
천호대로124길,37.5517598,127.0854782,37.5520088,127.0848637,37.5521511,127.0848497,1
능동로24길,37.5518654,127.0778155,37.5520451,127.0786192,37.5520451,127.0786192,1
천호대로110길,37.5518654,127.0778155,37.5523656,127.0778154,37.5527043,127.0779714,1
능동로24길,37.5518654,127.0778155,37.5519057,127.0768897,37.5519351,127.0767855,1
능동로32길,37.5519505,127.0873466,37.5520369,127.0872436,37.5520369,127.0872436,1
천호대로124길,37.5519505,127.0873466,37.5514732,127.0860975,37.5514732,127.0860975,1
천호대로124길,37.5519505,127.0873466,37.5523866,127.0884563,37.5523866,127.0884563,1
능동로32길,37.5520369,127.0872436,37.5522788,127.0865801,37.5522788,127.0865801,1
능동로32길,37.5520369,127.0872436,37.5519505,127.0873466,37.5519505,127.0873466,1
천호대로122길,37.5520369,127.0872436,37.5525561,127.0875743,37.5525561,127.0875743,1
천호대로124길,37.5521511,127.0848497,37.5523978,127.0842661,37.5523978,127.0842661,1
능동로32길,37.5521511,127.0848497,37.5528358,127.085286,37.5528358,127.085286,1
